,Verb,ObjKeyword,ObjSent,Rating,SbjKeyword,SbjSent,Message,Count
0,be,lunch,positive,good,cruise,neutral,On our cruise in September 2013 this was our favourite area for eating breakfast and lunch in the fresh air with great views of the sea behind ,1
0,be,marco polo restaurant,positive,good,food,neutral,Food was excellent in the Marco Polo restaurant ,1
0,think,good wine,positive,good,,neutral,I think the all inclusive drinks package on MSC is the best at sea with good wine and genuine brand spirits and many liqueurs available as well as water by the bottle and cappuccino coffees ,1
0,be,,neutral,good,food,negative,None of the food was bad ,1
0,be,ok,neutral,good,breakfast,positive,Breakfast in the main dining room was ok ,1
0,serve,good variety,neutral,good,ship,negative,Many different bars around the ship serve good variety of drinks ,1
0,serve,dinner,positive,good,main dining rooms,neutral,Two main dining rooms serve breakfast lunch and dinner ,1
0,serve,dinner,positive,good,deck,neutral,Buffet on deck 14 serve breakfast lunch and dinner ,1
0,cook,different fresh pasta,neutral,bad,fruit,positive,Pizzas and fruit at side of pool bar same everyday and a nice chap did cook different fresh pasta at side of pizza place,1
0,stand,drink,neutral,bad,rude,negative,the other 90% rude and not helpful i was holding stood with a drink ,1
0,find,waiters,positive,good,,neutral,I found the waiters to be very friendly and courteous ,1
0,be,desserts,neutral,good,menu,positive,My favorites on the menu are appetizers and desserts ,1
0,be,,negative,bad,italian food,neutral,the Italian food was terrible very bland and tasteless ,1
0,be,,neutral,bad,bar service,negative,Bar service was deplorable ,1
0,say,attitudes,negative,bad,,neutral,I to say that I have never encountered such substandard food amateurish entertainment bad staff attitudes ,1
0,encounter,shipboard activities,negative,bad,,neutral,I encountered such substandard food amateurish entertainment bad staff attitudes lack of shipboard activities ,1
0,be,food,neutral,bad,people,positive,One of the things most people look forward to on a cruise is the food ,1
0,be,,neutral,bad,food,negative,The lack of quality of this food was apparent ,1
0,be,food,negative,bad,dining experience,positive,Our dining experience was as disappointing as the food ,1
0,come,,neutral,bad,food,negative,at least 3 times and our food came ,1
0,enyoyed,good meals,positive,good,,neutral,We enyoyed very good meals ,1
0,be,choice,neutral,good,buffet lunch,positive,Buffet lunch was always lots of choice ,1
0,be,,neutral,good,quality,positive,the quality of the decor and furnishings is fantastic I think ,1
0,have,choice,neutral,good,main restaurants,negative,The main restaurants have a LOT of choice ,1
0,be,,neutral,good,main restaurants,negative,the main restaurants are open ,1
0,follow,entree,neutral,good,nightly pasta option,positive,a nightly pasta option following the entree and soup courses and preceding the 'main' course fine choice of fish meat and vegetarian options ,1
0,require,somewhat exasperated conversation,negative,bad,package,neutral,the nonalcoholic drinks package required a somewhat exasperated conversation to ensue which eventually got sorted out ,1
0,be,dreadful quality,negative,bad,food,neutral,The food is of a dreadful quality ,1
0,inform,passengers,negative,bad,,neutral,We were informed by a number of other passengers that it was even worse than the buffet with slow service and substandard food ,1
0,have,customer service,positive,bad,previous cruise,neutral,The previous cruise had much higher standards of customer service more english speaking staff and better food options ,1
0,be,point,negative,bad,buffet,neutral,The buffet was worse with really limited salad selection everything either undercooked and almost raw or stewed to the point of breaking down into brown sludge ,1
0,be,,negative,bad,time,positive,The lunch time buffet was really bad ,1
0,be,plenty,neutral,good,tv,negative,mini bar and TV There was plenty of wardrobe space and hangers ,1
0,be,,neutral,good,breakfast,positive,Breakfast lunch afternoon tea dinner and midnight buffet was served ,1
0,be,bit,negative,good,buffet restaurant,neutral,The buffet restaurant was a bit disappointing ,1
0,give,,neutral,good,dinner,positive,a formal restaurant to attend for dinner if wanted was given Everyone ,1
0,be,,neutral,good,towels,positive,plenty of sunbeds and towels were provided for use outside ,1
0,provide,,neutral,good,towels,positive,plenty of sunbeds and towels were provided for use outside ,1
0,be,,positive,good,assistant,neutral,Our waiter and his assistant were very friendly and attentive ,1
0,accommodate,taste,neutral,good,pools,positive,Plenty of pools and hot tubs to accommodate every taste ,1
0,find,things,negative,good,,neutral,you will find things to eat that are healthy but mostly they are raw food such as uninspiring salads and whole fruits ,1
0,be,home,positive,good,,neutral,I am used to loud relatives and delicious home cooked meals ,1
0,be,,negative,good,food,neutral,The food at the Red Velvet Room was bland ,1
0,be,,neutral,good,gelato,positive,a cappuccino and gelato daily and both were tasty ,1
0,be,,negative,bad,entertainment,neutral,The service food entertainment and shore excursions are poor ,1
0,be,school cafeteria,negative,bad,food quality,neutral,The food quality there is worst than a school cafeteria ,1
0,tell,,neutral,bad,pasta,positive,a pasta and a risotto dish and our waiter told I could only order one ,1
0,do,cause,negative,bad,,neutral,I didn't do think I miss much cause the food quality were below average ,1
0,think,cause,negative,bad,,neutral,I didn't think I miss much cause the food quality were below average ,1
0,take,,neutral,bad,lunch,positive,Lunch in the dining room took ,1
0,be,choices,positive,good,food,neutral,The food in these to cafeteria's was excellent and very plentiful with loads of choices ,1
0,be,absolute steal,positive,good,price,neutral,the price was an absolute steal with a Resident Discount a Senior Discount and a Past Guest Discount ,1
0,offer,menu,neutral,bad,dinner,positive,The Buffet was open for dinner and the buffet offers the same menu ,1
0,beware,,neutral,bad,buffet,negative,that buffet is not open BEWARE ,1
0,be,,neutral,bad,buffet,negative,BEWARE that buffet is not open ,1
0,be,,neutral,bad,breakfast,positive,Breakfast at the buffet is crowded ,1
0,make,dinner time,positive,good,dinner waitesr,neutral,our 2 dinner waitesr made our dinner time such enjoyable occcassions ,1
0,be,good quality servewd,positive,good,food,neutral,the food was good quality servewd by very nice staff ,1
0,be,exactly fine dining,positive,bad,buffet food,neutral,buffet food didn't is exactly fine dining ,1
0,be,,neutral,bad,choice,negative,very bland and choice was limited ,1
0,be,,neutral,bad,food,negative,The food in the main dining restaurants were ,1
0,provide,free breakfast,positive,good,,neutral,They provide a free breakfast ,1
0,be,room service,positive,good,food,neutral,The food was FABULOUS in the dining room as well as the Top Sail Lounge The One Pool and Room Service ,1
0,be,room service,positive,good,food,neutral,The food was FABULOUS in the dining room as well as the Top Sail Lounge The One Pool and Room Service ,1
0,be,,negative,bad,food,neutral,the food is just simply awful ,1
0,be,cruises,neutral,bad,cafeteria,negative,The Salad Bar in the Cafeteria was the worst display I have ever viewed and tasted in over 12 cruises ,1
0,taste,,neutral,bad,cafeteria,negative,The Salad Bar in the Cafeteria tasted over 12 cruises,1
0,have,msc,negative,good,,neutral,We had a poor meal on MSC ,1
0,accommodate,taste,neutral,good,selection,positive,the selection of drink packages will accommodate any taste ,1
0,read,food,negative,good,,neutral,we reading so many negative reviews about the food on this cruise ,1
0,be,,neutral,good,fruit,positive,plenty of fruit was in the buffet,1
0,be,time,negative,good,web check,neutral,Web check in is a waste of time ,1
0,be,pizza,positive,good,food,neutral,The food was always excellenttender beef fresh salads and pizza plus incredible desserts ,1
0,have,wonderful variety,positive,good,entertainment,positive,the entertainment in the lounges had a wonderful variety ,1
0,suit,wonderful variety,positive,good,entertainment,neutral,the entertainment to suit a wonderful variety ,1
0,garnish,rice,neutral,bad,unidentifiable sauce,negative,an unidentifiable sauce garnished with an eggcup size portion of rice ,1
0,be,,neutral,bad,choices,positive,The remaining meals and choices were equally as bad ,1
0,serve,,neutral,bad,choices,positive,The remaining meals and choices served lukewarm ,1
0,be,omelettes,negative,bad,breakfast buffet,positive,The breakfast buffet was dreadful with rubber scrambled egg and almost cold mini omelettes ,1
0,mean,course,negative,bad,poor training,negative,Poor training meant that waiters frequently put the wrong food in front of you or missed a course entirely not a bad thing given the appalling quality ,1
0,be,biggest disappointment,negative,bad,food,neutral,The food was clearly the biggest disappointment ,1
0,concern,,neutral,good,staff,negative,by all the bad reviews regarding the food and staff very concerned I ,1
0,be,,neutral,bad,available water,negative,Lack of Drinking Water The only available water was ,1
0,be,personssame menu dailyquality,negative,bad,,neutral,This was the worst cruise we ever experienced4 personsSame menu dailyquality very poor ,1
0,be,,positive,good,food,neutral,The food was amazing really amazing ,1
0,include,huge variety,neutral,good,fish,positive,some sort of fish which again was cooked to perfection as well including a huge variety ,1
0,be,rules,positive,good,dining staff,positive,The dining staff were very friendly and accommodating and quite lenient about the rules ,1
0,accommodate,rules,neutral,good,dining staff,positive,The dining staff accommodating rules ,1
0,be,diabetes,neutral,bad,miami fire rescue,positive,Miami fire rescue be called to assist some passengers due to dehydration and diabetes ,1
0,call,diabetes,neutral,bad,miami fire rescue,positive,Miami fire rescue had to be called to assist some passengers due to dehydration and diabetes ,1
0,assist,diabetes,neutral,bad,miami fire rescue,positive,Miami fire rescue to assist some passengers due to dehydration and diabetes ,1
0,be,ship,negative,bad,,neutral,this has been the worst food we had in a ship and weI ,1
0,have,worst cold eggs,negative,bad,breakfast buffet,positive,The breakfast buffet had the worst cold eggs ,1
0,scramble,omelets,neutral,bad,breakfast buffet,positive,The breakfast buffet scrambled omelets ,1
0,be,croissants,neutral,bad,food item,positive,One food item we enjoyed was the croissants ,1
0,taste,worst food,negative,bad,,neutral,I tasted the WORST food on a cruise,1
0,be,,neutral,bad,food,positive,The quality of the food was just terrible ,1
0,have,,neutral,bad,quality,positive,Food The food quality in the buffet should have been ,1
0,find,salty,neutral,bad,salty,negative,salty I found it difficult to eat normally I love salty savoury food ,1
0,be,,negative,bad,food,neutral,the food was very poorly presented ,1
0,cut,piece,negative,bad,husband,neutral,My husband bent his metal fork trying to cut a piece of stale bread ,1
0,be,,negative,bad,rolls,neutral,the rolls and bread were stale ,1
0,have,luke,negative,bad,,neutral,We both had pasta type dishes which were luke warm and quite frankly bland ,1
0,be,luke warm,negative,bad,pasta type dishes,neutral,pasta type dishes were luke warm and quite frankly bland ,1
0,be,,neutral,bad,bar staff,negative,the bar staff were good ,1
0,be,,neutral,good,la reggia,positive,our evening meals at La Reggia was absolutely perfect ,1
0,change,,neutral,bad,excessmenu,positive,Pasta and pizza in excessmenu change and noticed ,1
0,notice,things,neutral,bad,excessmenu,positive,Pasta and pizza in excessmenu change and noticed same food repeated and things More ,1
0,serve,chicken breast,positive,bad,meals,neutral,The majority of the meals to be served what looked like a warmed up chicken breast an ice cream scoop sized dollop of instant mash ,1
0,be,poesia,negative,bad,food,neutral,the food was merely average but nothing as awful as Poesia's food less than poor ,1
0,be,food,positive,good,,neutral,We were lucky enough to enjoy the second dinner seating 845pm and found the food of a very good quality served attentively and professionally by Francis Joel and Surrag ,1
0,do,food,negative,good,,neutral,We do not plan our trips around the food nor are we picky eaters ,1
0,concern,,neutral,good,food,positive,with the quality of the food are concerned We ,1
0,be,,negative,bad,maitre,neutral,the maitre de's were aloof and arrogant ,1
0,be,insult,negative,bad,water,neutral,To have to purchase water with your dinner was an insult ,1
0,do,breakfast,positive,good,,neutral,I did enjoy one breakfast and one lunch ,1
0,be,pannacotta,positive,good,chef,neutral,the Chef's deserts were excellent particularly the tiramisu and the pannacotta ,1
0,be,sizes,positive,good,food,neutral,Food was delicious beautiful presentations the serving sizes were smaller than other cruise lines ,1
0,be,space,positive,good,stateroom,neutral,stateroom was great an interior room but plenty of space and very comfortable bed ,1
0,have,,neutral,good,table,negative,no one at our table had anything other than positive ,1
0,be,,neutral,bad,breakfast,negative,Sadly breakfast and lunch were similarly farcical ,1
0,have,authentic italianstyle pies,positive,good,ribeye,positive,very reasonably priced 17 for a ribeye 60 for a steak meal for 2 and the pizza place has what seemed like good and authentic Italianstyle pies for like 14 ,1
0,be,,positive,good,buffet,neutral,The buffet was pretty good ,1
0,offer,meats,neutral,good,areas,positive,The areas for a more hearty meal offered meats ,1
0,have,good entertainment,positive,good,bars,negative,The Bars had lots of good entertainment and atmosphere ,1
0,be,,positive,good,buffet,neutral,The buffet upstairs was very nicely appointed and very well organized ,1
0,be,,neutral,good,palates,negative,its not easy to please everyone and palates are very different ,1
0,be,,neutral,bad,breakfast,positive,Bacon at breakfast was raw ,1
0,be,,neutral,bad,dinner restaurants,negative,Sit down dinner restaurants were beautiful ,1
0,be,,neutral,bad,kids,negative,Kids menu for sit down dinners was the same ,1
0,be,self serve stations,neutral,bad,cranberry juice,positive,During breakfast orange juice cranberry juice grapefruit juice was served from self serve stations ,1
0,be,,positive,good,restaurant,neutral,Food in the restaurant was spectacular always warm ,1
0,nt,fresh pizza,positive,good,children,neutral,Our children nt get enough of the fresh pizza ,1
0,ask,,neutral,good,bar,negative,to sit down to wait on drink rather than go to the bar ask you ,1
0,package,money,positive,good,drinks,neutral,Drinks package well worth the money ,1
0,be,good selection,positive,good,buffets,neutral,The buffets were well maintained with good selection ,1
0,be,case,neutral,good,dinner,positive,Dinner was nice and there were always the 'favorites' to order in case you didn't like the European food ,1
0,be,ship,negative,bad,,neutral,it was really the worst food on any ship ,1
0,describe,money,negative,bad,,neutral,I cant even begin to describe what a waste of time and money this cruise ,1
0,be,,negative,bad,food,neutral,the food was very disappointing ,1
0,indicate,spa packages,positive,good,ship,neutral,This magic card allowed us on and off the ship indicated our dinner seating and our prepaid drink and spa packages opened our cabin door and served as a credit card for purchases throughout the cruise ,1
0,be,service,positive,good,formal dining rooms,positive,the formal dining rooms was very good and the service excellent ,1
0,opt,shore excursionsfood,positive,good,,neutral,We opted for a later seating to allow time to relax and refresh after returning from shore excursionsFood in the casual buffets was barely satisfactory for us but crowded with happy teens enjoying the pizza and burgers ,1
0,find,bottle,positive,good,,neutral,We to find that the reembarkment inspectors looked the other way when we brought a bottle of wine on board from our shore excursionsWe preordered a couple's Spa package that my daughter and I shared a great investment ,1
0,look,daughter,positive,good,reembarkment inspectors,neutral,the reembarkment inspectors looked when we brought a bottle of wine on board from our shore excursionsWe preordered a couple's Spa package that my daughter and I shared a great investment ,1
0,say,bed,positive,good,wife,neutral,Wife says 'we are only sleeping hereso its big enough' tested the bed for bouncesuperb good quality nice and firm really looking forward to some good sleeping interestinglyanother massive mirror on the wall opposite the bed ,1
0,test,bouncesuperb,positive,good,bed,neutral,the bed tested for bouncesuperb good quality nice and firm ,1
0,have,wonderful ambiance,positive,good,dining rooms,positive,The dining rooms have wonderful ambiance ,1
0,go,specialty resturrants,neutral,good,days,negative,days Never went to the specialty resturrants ,1
0,be,areas,positive,good,cabin,neutral,The cabin 8053 was clean and welcoming and plenty of storage areas one tip ,1
0,be,good quality,positive,good,,neutral,they are not cheap but very nice and of good quality ,1
0,fill,dread,neutral,bad,breakfast,positive,a breakfast filled with frustration and dread ,1
0,have,drinks,neutral,bad,family,positive,a family travelling with a family have spent a fortune on drinks ,1
0,spend,drinks,neutral,bad,family,positive,a family travelling with a family would have spent on drinks ,1
0,have,choices,neutral,good,breakfast,positive,The breakfast and lunch buffets had more than enough choices ,1
0,be,,neutral,good,dining room,positive,the overlapping nature of the dining room and buffet times meant there was always something ,1
0,be,baristas,positive,good,coffee,neutral,The coffee served at the bars modest charge was made by well trained baristas who delivered a high quality product ,1
0,make,coffee,neutral,good,baristas,positive,by well trained baristas who delivered a high quality product was made The coffee served at the bars modest charge ,1
0,serve,deck,positive,good,self,positive,Position convenient for mid ships pool and self serve dinning up one set of stairs excellent for uncrowded early morning swim and breakfast on deck ,1
0,be,,neutral,bad,buffet dining,positive,The buffet dining is horrible ,1
0,say,glass,neutral,bad,sommelier,positive,The Sommelier said NO I will NOT serve you a glass of wine since you have no idea what you are getting what are they pouring the leftovers from other bottles ,1
0,be,,positive,good,food,neutral,the food was absolutely excellent ,1
0,be,meal,neutral,bad,coffee,positive,Tea and coffee were not part of the meal ,1
0,be,water,neutral,bad,coffee,positive,Tea and coffee was water ,1
0,be,cafeteria,neutral,good,biggest complaint,negative,My biggest complaint was the utter chaos in the cafeteria ,1
0,be,offer,neutral,good,complimentary drink,positive,a complimentary drink was on offer ,1
0,be,il cerchio d'oro,neutral,good,dining room,positive,Our dining room was the Il Cerchio d'oro ,1
0,have,problem,neutral,good,great selection,positive,great selection had a problem getting a seat ,1
0,be,,neutral,good,buffet,positive,Tea' was available in buffet and also 'English Afternoon Tea' in the formal restaurant was ,1
0,be,restaurant,neutral,good,breakfast,positive,cabins to be cleaned and breakfast is available formally in the restaurant and in the buffet ,1
0,be,,positive,good,waiters,neutral,The waiters were friendly and helpful ,1
0,be,,negative,bad,food,neutral,the food in the dining room was so bad ,1
0,be,,negative,bad,food,neutral,the food it was dreadful ,1
0,be,coughing competition,negative,bad,breakfast,positive,breakfast the next day was like a coughing competition ,1
0,say,staff,positive,good,,neutral,everyoneI would say we enjoyed our food and the staff always eager to please ,1
0,enjoy,time,positive,good,,neutral,I enjoyed lunch better as the staff had the time to talk and some great Craic ,1
0,be,table,positive,good,,neutral,we were assigned a table with 2 delightful ladies the Dynamic Duo will know who they are ,1
0,be,incorrect orders,negative,good,staff,neutral,the catering staff are still too many tepid entrees hard dry waffles incorrect orders etc ,1
0,be,,positive,good,pasta,neutral,pasta was consistently good ,1
0,be,clothes,positive,good,room,neutral,Our room was very comfortable with a balcony and plenty of space for our clothes and a sofa bed for our son ,1
0,be,restaurants,positive,good,ship,neutral,The ship was beautiful with lovely bars and restaurants and fantastic staff ,1
0,be,,neutral,good,food,positive,The food suited us perfectly the buffet at lunch time was great ,1
0,be,,neutral,good,beer,positive,Beer and Soda coupons are available ,1
0,be,,neutral,good,premium,negative,no premium or speciality restaurants are ,1
0,understand,food,negative,good,,neutral,We didn't understand why we read so many negative reviews about Opera's food ,1
0,understand,supervisors,neutral,bad,treenut allergy,negative,a treenut allergy and no one could understand not even the supervisors in the main dining roomHUH ,1
0,be,,neutral,bad,restaurant,positive,the meals in the restaurant were somewhere between ordinary and inedible ,1
0,sit,,neutral,good,room,positive,plenty of room to sit in the lounge,1
0,be,,positive,good,crew,negative,The crew in the restaurants and bars were professional smiling talkative and personable ,1
0,served,,neutral,good,drinking,negative,NO DRINKING SERVED OR ALLOWED in to the theater,1
0,allowed,,neutral,good,drinking,negative,NO DRINKING SERVED OR ALLOWED in to the theater,1
0,be,horrible event,negative,bad,dinner,neutral,Dinner was a horrible event which I loathed having to return to ,1
0,ask,seating,neutral,bad,nasty assistant matre,negative,a nasty assistant matre d' asked to leave the dining room because they needed to set up for the next seating ,1
0,serve,,neutral,bad,desserts,positive,our desserts had just been served we ,1
0,have,lunch,positive,good,,neutral,we had prebooked a drinks package which gave us unlimited beer wine water soft drinks at lunch dinner ,1
0,prebooked,lunch,positive,good,,neutral,we had prebooked a drinks package which gave us unlimited beer wine water soft drinks at lunch dinner ,1
0,give,dinner,positive,good,drinks package,neutral,prebooked a drinks package gave unlimited beer wine water soft drinks at lunch dinner ,1
0,have,table,neutral,good,manager,positive, the very helpful accommodating manager had no problem changing our table to a doubleAnother nice touch ,1
0,be,reception,neutral,good,table,positive,our table to a doubleAnother nice touch was being able to order your usual newspaper from reception to be delivered to your cabin for a very reasonable price of 2 Euros ,1
0,be,cabin,neutral,good,continental breakfast,positive,a continental breakfast be delivered to your cabin ,1
0,be,,positive,good,yc,positive,The all inclusive drinks package that comes with the YC is a very nice perk ,1
0,say,choice,neutral,good,picky customer,negative,a picky customer to say the least a choice of fine dining or fast food was available ,1
0,have,mornings,positive,good,,neutral,We had breakfast most mornings in our allocated dining room Villa Verde very pleasant waiting staff excellentand always our evening meal there ,1
0,be,,neutral,good,white wine,negative,The lowest price bottle of white wine was 16 and very palatable ,1
0,do,breakfast,neutral,good,dinner waiter,positive,our dinner waiter did breakfast lunch ,1
0,be,,neutral,good,drink packages,positive,Drink packages Unlimited is only worth it ,1
0,be,food,neutral,good,pleasant surprise,positive,The pleasant surprise was the food which was better than expected ,1
0,tell,,neutral,bad,dinner,negative,that wine packages are the same on the ship and that we should purchase that from our waiter once we got to dinner to avoid confusion were told We ,1
0,be,food,positive,good,staff,neutral,The staff were friendly and helpful and the food excellent ,1
0,wait,deck enjoying lunch,positive,good,,neutral,everyone waiting on deck enjoying lunch ,1
0,be,excellent value,positive,good,drinks package,neutral,The drinks package is excellent value ,1
0,be,,neutral,good,sparkling wine,positive,the sparkling wine was very good ,1
0,be,room,positive,good,food,neutral,Food in the buffet was excellent and varied with plenty of room ,1
0,cook,,neutral,good,fresh pasta,positive,fresh pasta being cooked to order ,1
0,order,,neutral,good,fresh pasta,positive,fresh pasta being cooked to order ,1
0,keep,,neutral,good,activities,positive,Plenty of activities on the pool deck to keep everyone busy ,1
0,serve,guests,neutral,good,free drinks,positive,free drinks should have been serving to their guests ,1
0,be,,negative,bad,service,neutral, The service in the dining areas by the wait staff was completely inadequate and unacceptable ,1
0,come,rubbery,neutral,bad,breakfast food,positive, Breakfast food would come to our table cold or rubbery waffles and hash brown potatoes were uneatable ,1
0,have,alternatives,neutral,bad,restaurants,negative,The restaurants there had almost next to none alternatives ,1
0,be,,neutral,good,fresh fruit,positive,fresh fruit was replaced ,1
0,serve,table,neutral,good,cheese,positive,cheese and salads were served The turkish group next to our table ,1
0,have,dinner,positive,good,celebrity,neutral,this ship as with Celebrity had a feeling of refinement or just that European style that speaks One should dress proper for dinner and a proper multi hour ,1
0,be,space,negative,good,minibar,neutral,The minibar is a waste of much needed space in my opinion ,1
0,be,,neutral,good,food,negative,absolutely no food is available ,1
0,be,coffee,neutral,bad,water,negative,no jugs of water was on the table and tea or coffee not availableUNBELIEVABLE Msc surely know how to make you feel welcome ,1
0,be,,neutral,bad,waiter,positive,YEA RIGHT The waiter was very apologetic ,1
0,be,,neutral,bad,bars,negative,the bars were never full ,1
0,be,,positive,good,dining room staff,positive,The dining room staff was professional and extremely friendly and accommodating ,1
0,have,variety,positive,good,food,neutral,The food had a wonderful Italian flair to it great pastas and sauce and the variety ,1
0,be,meals,neutral,good,variety,positive,great pastas and sauce and the variety was good at all meals ,1
0,make,gelato,positive,good,,neutral,sure make you try the gelato on the pool deck wonderful ,1
0,become,,neutral,good,coffee cup,negative,No coffee cup ever allowed to become empty ,1
0,have,wine,positive,good,,neutral,they have a winemakers blending deal blend your own wine to your taste ,1
0,blend,wine,neutral,good,deal,positive,a winemakers blending deal blend your own wine ,1
0,have,drinks,neutral,good,main bar,negative,The main bar in the Zebra has the Alchemy drinkslike Carnival LOL ,1
0,do,,positive,bad,waiter,neutral,a waiter does excellent like ours ,1
0,see,tip,neutral,bad,waiter,positive,So a waiter who does excellent like ours didn't see the tip ,1
0,be,coffee,neutral,bad,,negative,No one was served coffee that I saw ,1
0,think,bars,negative,bad,,neutral,I thought they cut out the usual things but had too many bars that was empty ,1
0,have,bars,negative,bad,,neutral,I had too many bars that was empty ,1
0,be,,neutral,bad,bars,negative,too many bars was empty ,1
0,ask,dining,neutral,bad,friends,positive,we and our friends asked to be seated together at first dining sitting ,1
0,follow,table,neutral,bad,buffet,positive,by some luke warm food from the buffet followed we had to clean our table ,1
0,be,rubbery,neutral,bad,turkey,negative,an iceberg lettuce floating in water and my turkey was rubbery ,1
0,get,,neutral,good,bar staff,negative,the bar staff get to know you ,1
0,be,menu,positive,good,food,neutral,The food was exceptional with enough on the menu ,1
0,be,,neutral,good,breakfast,positive,Breakfast and lunch are good ,1
0,have,,neutral,good,coffee,positive,breakfast in the room to enjoy the coffee on the balcony had ,1
0,be,rubbery cheese,negative,bad,crust,negative,Not so im afraid the crust is horrible with rubbery cheese and very little pepperoni on it ,1
0,be,,neutral,good,storage space,positive,plenty of storage space and the bathroom was ,1
0,be,,neutral,good,staff,positive,The staff in the dining room was really great ,1
0,see,meals,positive,good,restaurant staff,neutral,The restaurant staff to see that we all enjoyed our meals ,1
0,be,,neutral,good,wines,positive,Wines on Allegrissimo classic package were fine ,1
0,argue,wonderful wait staff,neutral,good,bar waitress,negative,one bar waitress argued with our wonderful wait staff in front of us ,1
0,be,bitter tasting,negative,bad,lobster,neutral,a lobster was also overcooked and bitter tasting ,1
0,be,,neutral,bad,breakfast buffet,positive,The breakfast buffet was awful ,1
0,keep,,neutral,bad,dinner waiter,positive,Our dinner waiter kept apologizing ,1
0,be,,negative,good,food,neutral,the food was terrible we thought ,1
0,be,tv,neutral,good,table,negative,no table was at all a minifridge and a TV not much in channel selection ,1
0,be,local pubs,neutral,good,bar prices,negative,bar prices were higher than the local pubs ,1
0,make,,neutral,bad,quewes,positive,the europeans jump queweswelli think its greatas most at the buffet makes it ,1
0,concern,msc,neutral,bad,passengers,positive,with the dining experience of passengers didn't concerned MSC ,1
0,be,,neutral,bad,tea,positive,Tea and cookies were available ,1
0,be,,positive,bad,buffet food,neutral,The buffet food I thought was pretty good ,1
0,be,,negative,bad,main dining room,neutral,The main dining room food was sad ,1
0,mean,waistline,negative,bad,,neutral,I means a picky eater I'm not used to fancy foods but I eat ok and my waistline shows it sadly ,1
0,get,healthy foods,positive,good,,neutral,you need to get healthy foods ,1
0,be,msc experience,positive,good,2night cruise,neutral,This 2night cruise on MSC Divina was a great taste of the MSC experience ,1
0,serve,pizzas,neutral,bad,lunch buffet,positive,The lunch buffet served pretty much the same pizzas and hot dogs everyday ,1
0,be,dinners,neutral,bad,,negative,the worst were the dinners ,1
0,taste,worst food,negative,bad,,neutral,I tasted some of the worst food ,1
0,have,proper meal,positive,bad,,neutral,you to have a proper meal ,1
0,go,proper meal,positive,bad,,neutral,you have to go a proper meal ,1
0,be,awful starts,negative,bad,main dining restaurants,negative,the main dining restaurants are so awful starts ,1
0,become,,neutral,bad,main dining restaurants,negative,the main dining restaurants to become clear ,1
0,have,fruit,positive,good,,neutral,We had a welcoming bowl of fruit to greet us ,1
0,be,,positive,bad,dinner waiters,positive,Our dinner waiters were great and very friendly ,1
0,be,euros,neutral,bad,drinks,positive,pizza and drinks was only 45 euros outside the city across from where you catch the bus,1
0,say,food,neutral,good,grandfather,positive,My grandmother and grandfather have been on several cruise lines including MSC PO Celebrity Saga and Cunard and whilst enjoying them also have said that they really enjoy the food on the MSC ships and enjoy the atmosphere ,1
0,be,demand,neutral,bad,kitchen,positive,the staff and kitchen were overrun by the demand ,1
0,have,water,neutral,bad,coffee,negative,no coffee or tea having to pay for a glass of water ,1
0,feel,english speakers,neutral,bad,coffee,negative,no coffee or tea feeling like a fifth class citizen as English speakers ,1
0,be,,negative,bad,food,neutral,The food in the dining room on the whole was not great very little choice not well seasoned not well presented ,1
0,benefit,salads,neutral,good,little more tomatocheese,negative,from a little more tomatocheese onion etc and a little less lettuce would have benefited the salads ,1
0,be,dinner,neutral,good,great fun,positive,great fun was at dinner to check with our fellow diners how much profit we had made that day ,1
0,have,swimming,positive,bad,members,neutral,the elite Yacht Club members have private sunbathing and swimming dining and lounging ,1
0,get,food,negative,bad,,neutral,I got was very bland food ,1
0,be,authentically italian cuisine,positive,good,food,neutral,The food was delicious and authentically Italian cuisine ,1
0,be,,neutral,good,fish,positive,the pasta dishes as well as fish and seafood dishes were excellent ,1
0,be,food,neutral,bad,weight,negative,My next disappointment unless you cruise with the express intention of loosing weight was the food ,1
0,be,time,neutral,bad,food,positive,The food simple but a good choice and healthy options were available most of the time ,1
0,contain,pork,neutral,bad,tasty looking food,positive,tasty looking food containing pork ,1
0,be,,positive,bad,people,neutral,the restaurant the people working in the shops were lovely and very friendly ,1
0,be,italy,neutral,bad,dinner gelato,positive,dinner gelato was decent but not as good as in Italy ,1
0,be,,neutral,good,buffet breakfast,positive,The buffet breakfast was great ,1
0,be,waiter,neutral,bad,formal dinner,positive,Formal dinner was waiter ,1
0,be,,neutral,bad,formal dinner,positive,Formal dinner was quite good ,1
0,be,,neutral,good,meals,positive,our meals were served promptly and professionally ,1
0,be,,neutral,good,breakfast,positive,Breakfast there was really good ,1
0,offer,singing,positive,good,dinner,neutral,Each of the dinner shows offered a blend of talent including singing dancing and acrobatics ,1
0,make,facilities,neutral,good,tea,negative,no tea making facilities ,1
0,be,,neutral,bad,daily pasta dish,positive,the daily pasta dish and the daily risotto dish were usually good ,1
0,be,,positive,good,meal times,neutral,meal times were very enjoyable ,1
0,be,,neutral,good,restaurant,positive,Breakfast in the restaurant attended by waiters was chaotic ,1
0,wish,attentive staff,positive,good,,neutral,those wish to experience excellent cuisine served by polite and attentive staff ,1
0,be,good food,positive,good,,neutral,This was a fantastic cruise fantastic staff incredible entertainment and clean comfortable with good food ,1
